,placements,joueurs ,score ,,Mois concerné (Ne pas bouger de la premiere case),SQL insert (DONT TOUCH ANYTHING !!! PAS TOUCHE !!!)
Junk Yard,64,sdx,166 903 150,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),64,(SELECT Id FROM Player WHERE Pseudo ='sdx'),166903150,'2024-12');"
Junk Yard,65,IhearaHUD88,164 870 150,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),65,(SELECT Id FROM Player WHERE Pseudo ='IhearaHUD88'),164870150,'2024-12');"
Junk Yard,66,Pacolino5000,163 869 500,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),66,(SELECT Id FROM Player WHERE Pseudo ='Pacolino5000'),163869500,'2024-12');"
Junk Yard,67,Adlegeek59 [Team Enhancer],162 701 270,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),67,(SELECT Id FROM Player WHERE Pseudo ='Adlegeek59 [Team Enhancer]'),162701270,'2024-12');"
Junk Yard,68,Badewaschl,162 289 160,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),68,(SELECT Id FROM Player WHERE Pseudo ='Badewaschl'),162289160,'2024-12');"
Junk Yard,69,Thesvo,161 920 800,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),69,(SELECT Id FROM Player WHERE Pseudo ='Thesvo'),161920800,'2024-12');"
Junk Yard,70,Shadowboxe91,160 256 130,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),70,(SELECT Id FROM Player WHERE Pseudo ='Shadowboxe91'),160256130,'2024-12');"
Junk Yard,71,SimoKas,156 424 440,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),71,(SELECT Id FROM Player WHERE Pseudo ='SimoKas'),156424440,'2024-12');"
Junk Yard,72,rick_the_snake,155 275 440,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),72,(SELECT Id FROM Player WHERE Pseudo ='rick_the_snake'),155275440,'2024-12');"
Junk Yard,73,ThothBeyond,154 265 070,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),73,(SELECT Id FROM Player WHERE Pseudo ='ThothBeyond'),154265070,'2024-12');"
Junk Yard,74,GroovyCakes,152 913 890,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),74,(SELECT Id FROM Player WHERE Pseudo ='GroovyCakes'),152913890,'2024-12');"
Junk Yard,75,..tMk!*,152 587 650,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),75,(SELECT Id FROM Player WHERE Pseudo ='..tMk!*'),152587650,'2024-12');"
Junk Yard,76,Profiler,151 491 470,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),76,(SELECT Id FROM Player WHERE Pseudo ='Profiler'),151491470,'2024-12');"
Junk Yard,77,AstroTrain87,149 978 130,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),77,(SELECT Id FROM Player WHERE Pseudo ='AstroTrain87'),149978130,'2024-12');"
Junk Yard,78,Malarkeyness,149 239 600,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),78,(SELECT Id FROM Player WHERE Pseudo ='Malarkeyness'),149239600,'2024-12');"
Junk Yard,79,Diabloboi,148 230 750,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),79,(SELECT Id FROM Player WHERE Pseudo ='Diabloboi'),148230750,'2024-12');"
Junk Yard,80,FDomingosPT,147 712 470,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),80,(SELECT Id FROM Player WHERE Pseudo ='FDomingosPT'),147712470,'2024-12');"
Junk Yard,81,tomtutw,147 273 180,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),81,(SELECT Id FROM Player WHERE Pseudo ='tomtutw'),147273180,'2024-12');"
Junk Yard,82,Michelangelo,147 196 900,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),82,(SELECT Id FROM Player WHERE Pseudo ='Michelangelo'),147196900,'2024-12');"
Junk Yard,83,jonb71,145 724 160,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),83,(SELECT Id FROM Player WHERE Pseudo ='jonb71'),145724160,'2024-12');"
Junk Yard,84,ROBOsuperjackpot,144 871 700,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),84,(SELECT Id FROM Player WHERE Pseudo ='ROBOsuperjackpot'),144871700,'2024-12');"
Junk Yard,85,MarcellinoTerzo,144 394 310,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),85,(SELECT Id FROM Player WHERE Pseudo ='MarcellinoTerzo'),144394310,'2024-12');"
Junk Yard,86,Crimzorian47580,143 933 430,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),86,(SELECT Id FROM Player WHERE Pseudo ='Crimzorian47580'),143933430,'2024-12');"
Junk Yard,87,BridgeySqueezy,143 718 110,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),87,(SELECT Id FROM Player WHERE Pseudo ='BridgeySqueezy'),143718110,'2024-12');"
Junk Yard,88,Leve78,142 119 820,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),88,(SELECT Id FROM Player WHERE Pseudo ='Leve78'),142119820,'2024-12');"
Junk Yard,89,Mr T Maguire,142 101 030,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),89,(SELECT Id FROM Player WHERE Pseudo ='Mr T Maguire'),142101030,'2024-12');"
Junk Yard,90,TritiumLUPsClub,141 850 270,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),90,(SELECT Id FROM Player WHERE Pseudo ='TritiumLUPsClub'),141850270,'2024-12');"
Junk Yard,91,Burgad0g,141 710 440,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),91,(SELECT Id FROM Player WHERE Pseudo ='Burgad0g'),141710440,'2024-12');"
Junk Yard,92,Cannib,140 886 440,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),92,(SELECT Id FROM Player WHERE Pseudo ='Cannib'),140886440,'2024-12');"
Junk Yard,93,EGGPLANT303,140 846 070,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),93,(SELECT Id FROM Player WHERE Pseudo ='EGGPLANT303'),140846070,'2024-12');"
Junk Yard,94,Spërdo Spardaj,140 764 790,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),94,(SELECT Id FROM Player WHERE Pseudo ='Spërdo Spardaj'),140764790,'2024-12');"
Junk Yard,95,ematamusic,139 749 050,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),95,(SELECT Id FROM Player WHERE Pseudo ='ematamusic'),139749050,'2024-12');"
Junk Yard,96,Vernobulax,138 646 920,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),96,(SELECT Id FROM Player WHERE Pseudo ='Vernobulax'),138646920,'2024-12');"
Junk Yard,97,piroz95,138 171 520,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),97,(SELECT Id FROM Player WHERE Pseudo ='piroz95'),138171520,'2024-12');"
Junk Yard,98,Dreamdemon11,137 705 590,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),98,(SELECT Id FROM Player WHERE Pseudo ='Dreamdemon11'),137705590,'2024-12');"
Junk Yard,99,Trollifix,137 563 040,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),99,(SELECT Id FROM Player WHERE Pseudo ='Trollifix'),137563040,'2024-12');"
Junk Yard,100,Jefferson,136 439 800,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),100,(SELECT Id FROM Player WHERE Pseudo ='Jefferson'),136439800,'2024-12');"
,,,,,,
The Getaway: High Speed II,1,Move Your Car,19 929 642 650,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),1,(SELECT Id FROM Player WHERE Pseudo ='Move Your Car'),19929642650,'2024-12');"
The Getaway: High Speed II,2,JAC DEMOLEITOR,16 428 702 040,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),2,(SELECT Id FROM Player WHERE Pseudo ='JAC DEMOLEITOR'),16428702040,'2024-12');"
The Getaway: High Speed II,3,Baba,3 867 911 127,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),3,(SELECT Id FROM Player WHERE Pseudo ='Baba'),3867911127,'2024-12');"
The Getaway: High Speed II,4,Malarkeyness,2 692 019 450,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),4,(SELECT Id FROM Player WHERE Pseudo ='Malarkeyness'),2692019450,'2024-12');"
The Getaway: High Speed II,5,FischersMethod,2 634 160 120,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),5,(SELECT Id FROM Player WHERE Pseudo ='FischersMethod'),2634160120,'2024-12');"
The Getaway: High Speed II,6,pezima77,2 407 114 060,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),6,(SELECT Id FROM Player WHERE Pseudo ='pezima77'),2407114060,'2024-12');"
The Getaway: High Speed II,7,OttOBuS,2 166 177 910,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),7,(SELECT Id FROM Player WHERE Pseudo ='OttOBuS'),2166177910,'2024-12');"
The Getaway: High Speed II,8,jowpinball69,1 846 340 910,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),8,(SELECT Id FROM Player WHERE Pseudo ='jowpinball69'),1846340910,'2024-12');"
The Getaway: High Speed II,9,zaphod,1 684 028 980,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),9,(SELECT Id FROM Player WHERE Pseudo ='zaphod'),1684028980,'2024-12');"
The Getaway: High Speed II,10,ROBOinthezone Twitch&YouTube,1 642 557 350,,ROBOinthezone Twitch&Youtube,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),10,(SELECT Id FROM Player WHERE Pseudo ='ROBOinthezone Twitch&YouTube'),1642557350,'2024-12');"
The Getaway: High Speed II,11,GoLD_fisH_FiShY,1 574 924 340,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),11,(SELECT Id FROM Player WHERE Pseudo ='GoLD_fisH_FiShY'),1574924340,'2024-12');"
The Getaway: High Speed II,12,HamburglarHunk38,1 416 830 390,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),12,(SELECT Id FROM Player WHERE Pseudo ='HamburglarHunk38'),1416830390,'2024-12');"
The Getaway: High Speed II,13,terry2taps,1 375 030 790,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),13,(SELECT Id FROM Player WHERE Pseudo ='terry2taps'),1375030790,'2024-12');"
The Getaway: High Speed II,14,Cave Canem @ Zerberus,1 322 187 270,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),14,(SELECT Id FROM Player WHERE Pseudo ='Cave Canem @ Zerberus'),1322187270,'2024-12');"
The Getaway: High Speed II,15,stannyderuige,1 285 940 760,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),15,(SELECT Id FROM Player WHERE Pseudo ='stannyderuige'),1285940760,'2024-12');"
The Getaway: High Speed II,16,The Rob,1 253 212 220,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),16,(SELECT Id FROM Player WHERE Pseudo ='The Rob'),1253212220,'2024-12');"
The Getaway: High Speed II,17,Tosta,1 252 895 730,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),17,(SELECT Id FROM Player WHERE Pseudo ='Tosta'),1252895730,'2024-12');"
The Getaway: High Speed II,18,Lunatone,1 235 947 370,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),18,(SELECT Id FROM Player WHERE Pseudo ='Lunatone'),1235947370,'2024-12');"
The Getaway: High Speed II,19,richc111,1 211 226 560,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),19,(SELECT Id FROM Player WHERE Pseudo ='richc111'),1211226560,'2024-12');"
The Getaway: High Speed II,20,Moonface Matty,1 178 091 930,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),20,(SELECT Id FROM Player WHERE Pseudo ='Moonface Matty'),1178091930,'2024-12');"
The Getaway: High Speed II,21,trankil.home,1 099 623 870,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),21,(SELECT Id FROM Player WHERE Pseudo ='trankil.home'),1099623870,'2024-12');"
The Getaway: High Speed II,22,Bobbler386,1 080 404 790,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),22,(SELECT Id FROM Player WHERE Pseudo ='Bobbler386'),1080404790,'2024-12');"
The Getaway: High Speed II,23,RudyDoody845,1 066 060 090,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),23,(SELECT Id FROM Player WHERE Pseudo ='RudyDoody845'),1066060090,'2024-12');"
The Getaway: High Speed II,24,chrispy,1 002 393 850,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),24,(SELECT Id FROM Player WHERE Pseudo ='chrispy'),1002393850,'2024-12');"
The Getaway: High Speed II,25,Dubnation4eva,1 002 393 850,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),25,(SELECT Id FROM Player WHERE Pseudo ='Dubnation4eva'),1002393850,'2024-12');"
The Getaway: High Speed II,26,realJOHNNYLEX,1 001 094 950,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),26,(SELECT Id FROM Player WHERE Pseudo ='realJOHNNYLEX'),1001094950,'2024-12');"
The Getaway: High Speed II,27,Portalman21,1 000 536 820,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),27,(SELECT Id FROM Player WHERE Pseudo ='Portalman21'),1000536820,'2024-12');"
The Getaway: High Speed II,28,Crimzorian47580,995 695 910,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),28,(SELECT Id FROM Player WHERE Pseudo ='Crimzorian47580'),995695910,'2024-12');"
The Getaway: High Speed II,29,Alex,983 912 380,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),29,(SELECT Id FROM Player WHERE Pseudo ='Alex'),983912380,'2024-12');"
The Getaway: High Speed II,30,DepecheM101,981 459 820,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),30,(SELECT Id FROM Player WHERE Pseudo ='DepecheM101'),981459820,'2024-12');"
The Getaway: High Speed II,31,GhostCrusher,954 376 130,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),31,(SELECT Id FROM Player WHERE Pseudo ='GhostCrusher'),954376130,'2024-12');"
The Getaway: High Speed II,32,papitogamerproXD,953 458 570,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),32,(SELECT Id FROM Player WHERE Pseudo ='papitogamerproXD'),953458570,'2024-12');"
The Getaway: High Speed II,33,iast,880 368 010,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),33,(SELECT Id FROM Player WHERE Pseudo ='iast'),880368010,'2024-12');"
The Getaway: High Speed II,34,Alternative,875 468 710,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),34,(SELECT Id FROM Player WHERE Pseudo ='Alternative'),875468710,'2024-12');"
The Getaway: High Speed II,35,pomor73,858 615 810,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),35,(SELECT Id FROM Player WHERE Pseudo ='pomor73'),858615810,'2024-12');"
The Getaway: High Speed II,36,Réz Faszú Bagoly,847 310 170,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Getaway: High Speed II'),36,(SELECT Id FROM Player WHERE Pseudo ='Réz Faszú Bagoly'),847310170,'2024-12');"
